name,id,metroArea,lat,lng,capacity
Masonic Temple,872811,Winona,44.0789136,-91.687214,
Abbey Pub,104514,Chicago,41.9503862,-87.7136782,550
Becket's Restaurant,1077301,Milwaukee,44.01634,-88.54021,
Revelry Music and Arts Festival,2556554,Madison,43.0762598,-89.4000038,
Belle Mehus Auditorium,14690,Fargo,46.806649,-100.782631,
Sunset Tavern,5812,Seattle,47.6681889,-122.3858426,
Bunk Bar,1163966,Portland,45.5153991,-122.6656588,
Kilby Court,11445,Salt Lake City,40.7530136,-111.9007966,250
Hi-Dive,2951,Denver,39.6963545,-104.987473,300
Boot & Saddle,2346454,Philadelphia,39.9368934,-75.1667971,150
Atwood's Tavern,888641,Boston / Cambridge,42.372644,-71.0914825,85
Strange Matter,507361,Richmond,37.55066,-77.4528,300
Aisle 5,2715413,Atlanta,33.7642325,-84.3502283,
Mohawk (Indoor),14633,Austin,30.27016,-97.73604,
Three Links,2146544,Dallas - Fort Worth,32.78441,-96.7845,
The Flycatcher,2608658,Tucson,32.2276106,-110.965793,
Subterranean,262,Chicago,41.91041,-87.678,375
The Pyramid Scheme,1286111,Grand Rapids,42.96127,-85.66881,420
Black Cat,1038,Washington,38.91458,-77.03154,700
The Barbary,14437,Philadelphia,39.9655087,-75.1342939,200
Cattivo,1236981,Pittsburgh,40.474006,-79.9607456,
Rose Music Hall,2854293,St Louis,38.95472,-92.32561,
Accord,3169784,Champaign,40.1177536,-88.2408818,
The Drake Hotel,629576,Toronto,43.6431574,-79.4246248,
Cat's Cradle Back Room,2409734,Durham,35.91027,-79.06892,
Off Broadway,300,St Louis,38.59035,-90.21918,400
"Whole Music Club, Coffman Memorial Union",18432,Twin Cities,44.97281,-93.23538,
The Aquarium,37646,Fargo,46.878966,-96.787893,
Red Herring Lounge,2638243,Twin Cities,46.78961,-92.09623,
The Lyric Oxford,49777,Oxford,34.36631,-89.52092,
The Criterion,3192449,Oklahoma City,35.46609,-97.50408,3500
Orpheum Theater,58214,Scottsdale,35.1984284,-111.6495155,
The Red Carpet Nightclub,2967018,Twin Cities,45.56062,-94.15807,
The Garage,2825993,Cheyenne,44.07979,-103.22379,
Mid West Music Fest,1249926,Winona,44.0553908,-91.6663523,
Beat Kitchen,212,Chicago,41.939803,-87.680948,275
The Garage,68388,Twin Cities,44.76547,-93.27557,
The Frequency,49246,Madison,43.0724757,-89.3844885,200
Colectivo Coffee,3083074,Milwaukee,43.05915,-87.88512,
Green Mill Jazz Club,31047,Chicago,41.9692083,-87.6598771,
Depot Coffee House,37973,Twin Cities,44.9259429,-93.392634,
Sacred Heart Music Center,29917,Twin Cities,46.78776,-92.10562,
Paramount Theatre,116989,Twin Cities,45.5589227,-94.1634037,
Cafe Nine,10679,Bridgeport,41.30366,-72.92388,125
The Smiling Moose Upstairs,944766,Pittsburgh,40.4286997,-79.9849092,
The Southgate House Revival - Revival Room,2027099,Cincinnati,39.09211,-84.49313,
Mac's Bar,11135,Grand Rapids,42.733158,-84.51355,
The Saint,15104,New York,40.219203,-74.012578,150
Pearl Street Nightclub,33749,Springfield,42.31889,-72.62746,
Tralf,1194,Buffalo,42.89107,-78.87323,
The Depot Tavern,1205486,Twin Cities,44.97843,-93.27573,
College Street Music Hall,2897458,Bridgeport,41.30671,-72.92962,
Buffalo RiverWorks,3030514,Buffalo,42.86992,-78.87264,
Pike Room at the Crofoot,30577,Detroit,42.6367415,-83.2917046,250
Dirty 30,3465209,Dallas - Fort Worth,32.7832561,-96.7699563,
89th Street Collective,2975868,Oklahoma City,35.56109,-97.53157,
Maintenance Shop,11198,Des Moines,42.02333,-93.64545,195
The Bottleneck,1297,Overland Park,38.9698836,-95.2348711,350
Paradigm Coffee & Music,3759039,Milwaukee,43.75762,-87.71329,
Stewart Square Park,3867429,Des Moines,41.592932,-93.5972482,
Spark Contemporary Art Space,49377,Rochester,43.04848,-76.13613,
The Linda - WAMC's Performing Arts Studio,72166,Springfield,42.6657,-73.77335,210
Union Stage,3623159,Washington,38.87866,-77.02388,
The Funhouse at Mr. Small's,2567349,Pittsburgh,40.4808658,-79.9722298,800
The Monocle,3175979,St Louis,38.62601,-90.2621,
Gabe's Oasis,38637,Des Moines,41.660417,-91.530458,400
"Jay Pritzker Pavilion, Millennium Park",1393,Chicago,41.8841549,-87.6218641,11000
High Dive,1660863,Denver,39.7164418,-104.9874815,
The Olympic Venue,3066544,Boise,43.61688,-116.20655,
Harlow's,18515,Sacramento,38.57398,-121.47018,
The Catalyst Atrium,1230936,SF Bay Area,36.9713724,-122.0255391,350
The Bunkhouse Saloon,33508,Las Vegas,36.16571,-115.13452,200
Launch Pad,3209493,Albuquerque,35.0853336,-106.6055534,
Sundown at Granada,1773188,Dallas - Fort Worth,32.83066,-96.76992,
Stubb's Jr.,2200309,Austin,30.26857,-97.73608,
89th Street (formerly the Conservatory),11314,Oklahoma City,35.561078,-97.5315395,
The Vanguard,1891983,Tulsa,36.1586652,-95.9938642,499
Front of House Lounge,2946608,Springfield,37.20732,-93.29163,
Cafe Berlin,89236,St Louis,38.954202,-92.325968,
Slowdown - Front Room,3437319,Omaha,41.2663,-95.93404,
Surly Brewing Festival Field,3254969,Twin Cities,44.97323,-93.20977,
The Plus,3052519,Twin Cities,44.81131,-91.49997,
The Nick,5068,Birmingham,33.50543,-86.79045,250
Vinyl,663261,Atlanta,33.7920338,-84.3879795,300
The Atlantic,81250,Jacksonville,29.65232,-82.32477,
Will's Pub,30544,Orlando,28.559872,-81.364738,200
Jack Rabbits,7685,Jacksonville,30.30985,-81.65479,100
Neighborhood Theatre,10904,Charlotte,35.24747,-80.80391,1150
Charlie's American Cafe,2516289,Norfolk,36.88392,-76.28131,
Gallery 5,92533,Richmond,37.5477015,-77.4428539,
House Cafe,31636,Aurora,41.93005,-88.75145,
Village Theatre,3085554,Rockford,41.530794,-90.545817,
Rochester Civic Theatre,225333,Twin Cities,44.02262,-92.45944,
Ed's Bar,270386,Winona,44.051017,-91.630821,
Club Café,578281,Pittsburgh,40.428919,-79.986636,140
The Garrison,523786,Toronto,43.6493861,-79.4222959,
Savannah Stopover,2094834,Augusta,32.07771,-81.09064,
926 Bar & Grill,3193614,Tallahassee,30.4641,-84.29807,
Deep Ellum Art Company,3651684,Dallas - Fort Worth,32.78408,-96.77735,
The Marquis Theater,224,Denver,39.75321,-104.99249,157
The Root Note,603861,Madison,43.811794,-91.2511899,
The Ready Room,2532334,St Louis,38.62766,-90.25384,800
Lyric Room,2565644,Milwaukee,44.5189566,-88.0203624,
The Auricle,1328751,Akron,40.802738,-81.3757229,
The Radio Room,1415883,Charlotte,34.8679236,-82.4044447,
Space Ballroom,3786634,Bridgeport,41.35347,-72.92543,
"Showcase Lounge, Higher Ground",80176,Burlington,44.46889,-73.17564,
Music Hall Loft,1314211,Manchester,43.076,-70.76013,124
Zeno's,62976,Pittsburgh,40.7941163,-77.8615809,
Fête Music Hall - Lounge,3953559,Providence,41.81604,-71.44343,
The Burl,3331354,Lexington,38.05727,-84.5193,
Riverfront Park,1678663,Baltimore,40.25549,-76.8772,
Walker Art Center,53091,Twin Cities,44.9684358,-93.2885414,
KAXE 91.7 FM,1122326,Fargo,47.2336055,-93.5241049,
Brewer's Garage,4311284,Twin Cities,46.78879,-92.095,
Angad Arts Hotel Rooftop,4257659,St Louis,38.63937,-90.23041,
The Outland,114808,Springfield,37.20726,-93.29232,
ArtStart,4341880,Rhinelander,45.63693,-89.41167,
The New Parish,523156,SF Bay Area,37.80775,-122.2727,
The Imperial,2305574,Vancouver,49.28188,-123.09991,
Lucky You Basement,4287709,Spokane,,,
Park Theatre,35624,Winnipeg,49.862254,-97.131672,
Thesis Beer Project,4352364,Twin Cities,44.02194,-92.49331,
Skipper's Smokehouse,11031,Tampa,28.08047,-82.45056,
The Back Room at Colectivo,3256994,Milwaukee,43.0591269,-87.885158,
Blackbird Urbana,3841379,Champaign,40.11214,-88.20834,
Otus Supply,3407509,Detroit,42.46096,-83.13038,
Strongwater Food & Spirits,2456864,Columbus,39.95717,-83.01079,
Hiro Ballroom at the Maritime Hotel,31323,New York,40.7421077,-74.0039951,
BAMcafé,34149,New York,40.6864624,-73.9777052,350
B.B. King Blues Club & Grill,1889,New York,40.7567868,-73.9884479,2000
The Studio at Webster Hall,499281,New York,40.7315472,-73.9891987,300
recordBar,767201,Kansas City,39.0950113,-94.5815357,
Santos Party House,30591,New York,40.7176093,-74.0012943,
The High Ground,31730,New Orleans,30.0074441,-90.1634511,
Juanita's,11088,Little Rock,34.747456,-92.263604,
Orpheum Theatre - Tampa,2531,Tampa,27.96002,-82.4374,720
"The Loft, The Chance Theater",396,Bridgeport,41.7025073,-73.9241775,
Café Campus,526301,Montreal,45.5144748,-73.5722571,
Sneaky Dee's,34951,Toronto,43.65648,-79.40764,200
Mohawk Place,2349,Buffalo,42.88675,-78.87212,
Eagle Theater,6832,Detroit,42.6362654,-83.2916246,600
The Mad Hatter,31347,Cincinnati,39.084448,-84.508235,
The Vault,68218,Buffalo,45.1720608,-93.8748014,
El Corazón,35259,Seattle,47.61875,-122.32931,807
Satyricon,11599,Portland,45.5242351,-122.6765846,
The Boardwalk,4339,Sacramento,38.6779193,-121.2015503,
Martini Ranch,5579,Scottsdale,33.4994444,-111.9242412,
Launchpad,11465,Albuquerque,35.0848245,-106.654814,
Jackpot Music Hall,2683,Overland Park,38.9659769,-95.2361013,
Palladium,1308,Worcester,42.26674,-71.80081,
Key Club,16265,Los Angeles,34.0909059,-118.388914,
Zydeco,11054,Birmingham,33.4971932,-86.7932486,1650
"Mullins Center, U Mass",4772,Springfield,42.39112,-72.5332,
The Stone Pony,1187,New York,40.2199781,-74.0007193,600
Eagles Club/The Rave/Eagles Ballroom,542091,Milwaukee,43.03817,-87.94328,
Broadway Bar,613906,Amityville,40.6789492,-73.417501,
Wonderland Ballroom,269006,Boston / Cambridge,42.41421,-70.99205,
North Star Bar,297,Philadelphia,39.973011,-75.180566,250
The Met,141658,Providence,41.862682,-71.3993668,500
Wadzilla Mansion,1158916,Boston / Cambridge,42.3551652,-71.1263368,
National Music Hall,749776,Montreal,45.5186478,-73.5558848,
Recher Theatre,1432,Baltimore,39.400879,-76.601766,
Gramercy Theatre,502461,New York,40.7397719,-73.9849309,600
Peabody's,528841,Cleveland,41.500939,-81.6755469,
Station 4,517761,Twin Cities,44.9481527,-93.0872511,
Granada Theatre,918,Overland Park,38.9648,-95.23585,1700
Slim's,1489,SF Bay Area,37.7715171,-122.413259,500
Hawthorne Theatre,11593,Portland,45.5118718,-122.6229791,
The Venue,303,Boise,43.6118099,-116.20302,
Bar Deluxe,37410,Salt Lake City,40.754691,-111.8884836,
University of Hartford,54863,Springfield,41.7986018,-72.7140108,
"BU Central, Boston University",122618,Boston / Cambridge,,,
Westcott Theater,124386,Rochester,43.0412,-76.11958,
"The Showgrounds, Sam Houston Race Park",641541,Houston,29.9304925,-95.5413065,
"Hall 5, International Centre",49836,Mississauga,43.70326,-79.63767,
People's Court,31345,Des Moines,41.5852018,-93.620258,
Cannery Ballroom,250,Nashville,36.15286,-86.78045,1000
University of Mary Washington,75405,Fredericksburg,38.3013,-77.47447,
Chameleon Club,415,Wilmington,40.04156,-76.3088,750
Club Zoo,1282,Pittsburgh,40.4498712,-79.9870157,
University of Connecticut at Storrs,45501,Springfield,41.8070508,-72.2546431,
Renaissance Hotel Boston Waterfront,1155331,Boston / Cambridge,42.3478756,-71.039219,
Wilbur Theatre,6842,Boston / Cambridge,42.3504875,-71.0651039,1200
TAO Nights,1632593,Salt Lake City,,,
Loon Mountain Resort,427671,Plymouth,44.05648,-71.62583,
Beauty Bar,71166,Austin,30.2672181,-97.7361545,
The Morgan,1430488,New York,40.704091,-73.933254,
Icons,1273311,Washington,38.8462186,-77.3059078,
Millennium Biltmore Hotel,1242,Los Angeles,34.049788,-118.254057,
Kahbang,1005401,Portland,44.7951475,-68.7745381,
Commodore Barry Park,1384306,New York,40.69843,-73.98309,
Ollie's Point/Revolution,47936,Amityville,40.67126,-73.41684,400
Brooklyn Fairgrounds,314471,Brooklyn,41.780154,-71.95358,
Deer Park Community Center,1209616,Deer Park,40.770109,-73.312717,
Local 662,1011286,St Petersburg,27.7711626,-82.6429093,
Norwegian Pearl,38121,Miami,25.77454,-80.17088,1042
311 Caribbean Cruise,1199761,Miami,,,
Motorco Music Hall,1087076,Durham,36.003512,-78.9004,
Ottobar,38549,Baltimore,39.31884,-76.6195,
Simon's 677,2160869,Providence,41.830922,-71.428958,
Mickey Finn's Pub,79259,Toledo,41.65925,-83.52724,
Signal Kitchen,1151406,Burlington,44.475425,-73.216677,
Waiting Room,2217464,Buffalo,42.893541,-78.876413,450
Chop Suey,208,Seattle,47.61369,-122.31442,
Prophet Bar Elm Street,15191,Dallas - Fort Worth,32.7837716,-96.7871085,
Wally's Pub,1384656,Manchester,42.9043096,-70.8141696,
The Sayers Club,1606674,Los Angeles,34.10119,-118.33129,
Leeds Beckett University,511096,Leeds,53.80116,-1.5491,
O2 Academy Liverpool,38299,Liverpool,53.40913,-2.97711,1200
"Great Hall, Cardiff University",50368,Cardiff,51.4876847,-3.1790238,1500
Revolution Bar & Music Hall,2127684,Amityville,40.6712606,-73.4168372,500
World Cafe Live at the Queen-upstairs,2094789,Wilmington,39.741126,-75.550277,250
Oneonta Theatre,1026786,Yonkers,42.4533646,-75.0638515,
Clwb Ifor Bach,17445,Cardiff,51.48056,-3.18139,380
The Borderline,17530,London,51.51509,-0.13054,300
The Kazimier,485186,Liverpool,53.4024806,-2.9822782,
O2 Academy 2 Newcastle,480411,Newcastle Upon Tyne,54.97002,-1.61694,2000
O2 Academy3 Birmingham,489331,Birmingham,52.47313,-1.90026,250
The Cockpit,17603,Leeds,53.794347,-1.5429083,500
Plug,589366,Sheffield,53.376645,-1.471726,
Exchange,1972604,Bristol,51.4556,-2.58249,
The Cellar - Southampton,2066429,Southampton,50.9072008,-1.405407,300
The Cellar,1606509,Southampton,50.9208869,-1.3869061,
NRG Park,742,Houston,29.68472,-95.409,
Quail Run Park,1274306,Mesa,33.475536,-111.741879,
UNLV Intramural Field,2275094,Las Vegas,36.1069476,-115.1374156,
Fairplex,9915,Los Angeles,34.08017,-117.76572,
Ventura County Fairgrounds,66498,Los Angeles (LA),34.27688,-119.3006,
Portland Expo Center,15912,Portland,45.60579,-122.69173,
Xfinity Theatre,69228,Springfield,41.7801718,-72.6693191,
Canterbury Park,17292,Twin Cities,44.788708,-93.4697993,
Tennessee State Fairgrounds,62581,Nashville,36.1333463,-86.7640051,
Utah State Fairpark,15926,Salt Lake City,40.7722,-111.92115,
Sports Authority Field at Mile High,16098,Denver,39.7438804,-105.0200969,76125
Tattoo Queen West,2501019,Toronto,43.6477697,-79.4007423,
Essigfabrik,126988,Cologne,50.9247806,6.9781911,
"CLF Art Cafe, The Bussey Building",2335894,London,51.46986,-0.068,
Prinzenbar,32607,Hamburg,53.54928,9.96456,
Backstage (Club),32696,Munich,48.14498,11.52191,800
The Craufurd Arms,36954,Milton Keynes,52.06244,-0.81569,300
The Forum,8407,Brighton,51.1310104,0.2555873,
The Glass House,1040,Los Angeles,34.05756,-117.75143,800
Mayan Theater,413,Los Angeles (LA),34.04073,-118.25907,
The Well,1190736,Los Angeles,34.04186,-118.259442,
Club Red - West Theater,2592253,Mesa,33.4221642,-111.859035,
Center Stage Theater,1275,Atlanta,33.79209,-84.388,1100
3rd & Lindsley Bar & Grill,5840,Nashville,36.1522,-86.7699,1000
89 North,1818903,Bridgeport,40.76733,-73.01482,600
The Crux,1683528,Boise,43.6172242,-116.2066603,150
Club Bahia,1374206,Los Angeles,34.06648,-118.24983,
The Cutting Room,31311,New York,40.745815,-73.982968,200
Underground,9051,Stoke On Trent,53.02291,-2.18113,
McLevy Green,495056,Bridgeport,41.1765801,-73.1913868,
Richmond Coliseum,466,Richmond,37.5446732,-77.4344705,11992
Voltage Lounge,2142419,Philadelphia,39.9589828,-75.1502637,
Songbyrd Music House,3115224,Washington,38.9224,-77.04227,
Amityville Music Hall,2332654,Amityville,40.6789401,-73.4173767,
Mill Hill Park,1127531,Philadelphia,40.21898,-74.76415,
Gare Sncf Bayonne,760826,Biarritz,43.492949,-1.474841,
Second House,1268166,Austin,30.253634,-97.71072,
Place St Andre,1340361,Biarritz,43.489586,-1.4717158,
Tantra Coffeehouse,270726,Austin,29.8827251,-97.9433278,
Triple Crown,61228,Austin,29.8838206,-97.9387877,
Root Cellar,1634983,Austin,29.8836847,-97.9403569,
"Musicquarium Lounge, The Triple Door",598881,Seattle,47.6086673,-122.3373085,
Warehouse Live,108,Houston,29.7521221,-95.3546736,1650
Beauty Ballroom,874116,Austin,30.2403964,-97.7282016,
JT Soar,1965989,Nottingham,52.9549878,-1.1369284,
ND at 501 Studios,891781,Austin,30.2649899,-97.7342034,
Cheer Up Charlie's,865226,Austin,30.26961,-97.73636,
Holy Mountain,1889598,Austin,30.2669832,-97.7361717,
Museum of Human Achievement,2077779,Austin,30.26137,-97.69946,
Scoot Inn,68060,Austin,30.2621409,-97.7293855,
Dan's Silverleaf,33748,Dallas - Fort Worth,33.2144,-97.1302392,
Auditorium Shores,35939,Austin,30.26035,-97.74962,
Empire Control Room & Garage,2183544,Austin,30.2674374,-97.736052,
Red 7,16132,Austin,30.2672236,-97.7361753,
Empire Garage,2398969,Austin,30.267492,-97.736048,
The North Door,1644303,Austin,30.26457,-97.73394,
Spiderhouse,1755738,Austin,30.2953743,-97.7420442,
Shiner's Saloon,463926,Austin,30.267058,-97.743539,
Hi-Tones,1500198,San Antonio,29.4471076,-98.486881,
Spider House Ballroom and Spider House,1342271,Austin,30.295368,-97.742054,
NASA,2498914,Corpus Christi,27.787111,-97.4085011,
Rudyard's,38305,Houston,29.74993,-95.39663,
Burt's Tiki Lounge,47885,Albuquerque,35.08509,-106.65337,
Strangers Bar,2426654,El Centro,32.7932507,-115.5545306,
Amnesia,31103,SF Bay Area,37.7593212,-122.4213616,
Pierce Ranch Vineyards,1553223,SF Bay Area,36.613148,-121.89936,
Valentine's,268806,Portland,45.5225331,-122.6728607,
Peeve's Public House & Local Market,2559749,Fresno,36.7364982,-119.793216,
El Cosmico,1281841,Marfa,30.30423,-104.01961,
The Boiler Room,758631,Dallas - Fort Worth,32.7847403,-96.7838012,
Thigh High Gardens,2809223,Austin,29.9287904,-97.9365132,
Lucky Lounge,18061,Austin,30.267445,-97.745332,
Austin Convention Center,35181,Austin,30.2637792,-97.7405461,
Paper Tiger,2917418,San Antonio,29.44852,-98.48749,
Courthouse Lawn,2579743,Austin,29.882216,-97.9411401,2000
Hermann Square Park,565736,Houston,29.7597885,-95.3677968,
Elvis Guesthouse,2849188,New York (NYC),40.72536,-73.98443,
The Bomb Factory,45544,Dallas - Fort Worth,32.78229,-96.78416,4300
Arlene's Grocery,29191,New York (NYC),40.72129,-73.98837,150
Stone Fox,1871558,Nashville,36.156219,-86.848358,
The Hideout,2512439,San Diego,32.7549774,-117.117534,
Marble Bar,2933368,Detroit,42.36303,-83.08513,300
Saturn,2917763,Birmingham,33.5242766,-86.7745894,
Pickle Factory,3095944,London,51.5332757,-0.0588753,200
Madrid Theatre,7550,Kansas City,39.05807,-94.58639,
South Street Seaport,73423,New York,40.7065494,-74.0034707,
The Mix,189793,San Antonio,29.44902,-98.48784,
Kantine am Berghain,1045996,Berlin,52.5110627,13.4414345,
The Shacklewell Arms,1347121,London,51.5517116,-0.0719982,200
Supersonic,3187064,Paris,48.85033,2.36971,
Rhythm Beats Culture (RBC),2603828,Dallas - Fort Worth,32.78278,-96.78544,
Fête Music Hall,1506028,Providence,41.81602,-71.44338,930
Garcia's at the Capitol Theatre,2296514,Port Chester,41.0014,-73.6655,
The Waiting Room,987901,London,51.562052,-0.073771,120
Le Grand Mix,30938,Lille,50.72474,3.15484,650
Le Pop-Up du Label,2514694,Paris,48.84763,2.37568,
Le Scenacle,3104354,Besançon,47.23332,6.02732,
White Oak Music Hall,3205243,Houston,29.78581,-95.36698,
The Beacham,43964,Orlando,28.542972,-81.379375,
The Underground,3104994,Charlotte,35.2403,-80.84531,
Delmar Hall,3355904,St Louis,38.65553,-90.29719,
The Belasco,1290076,Los Angeles (LA),34.04026,-118.25925,4000
Cleveland Museum Of Art,221223,Cleveland,41.50969,-81.61187,
Arcadia Creek Festival Place,65552,Grand Rapids,42.2926257,-85.5827947,
End Hip End It Music Festival,3632134,Houston,29.769892,-95.3574503,
Sebright Arms,1539808,London,51.53202,-0.06312,133
Manchester Gorilla,1890853,Manchester,53.47435,-2.24225,600
Tivoli Theatre,44012,Dublin,53.34233,-6.27602,
The Secret Group,3060704,Houston,29.74892,-95.35669,
502 Bar,1524248,San Antonio,29.5640927,-98.4872236,
ROTONDES,2942413,Luxembourg,49.60059,6.13746,250
Central Park,2855828,Atlanta,33.76561,-84.37781,
Bürgerseeweg,3885029,Neubrandenburg,,,
ACUD,118489,Berlin,52.53353,13.40086,
Bedroomdisco,1666158,Darmstadt,,,
Parterre One Music,96548,Basel,47.56744,7.59755,
Paloma,1432658,Nîmes,43.85531,4.40463,372
Dabadaba,2564709,San Sebastián,43.31554,-1.9758,
Four Seasons Hotel Austin,615776,Austin,30.26246,-97.7429,
Oporto,506211,Leeds,53.795508,-1.5409913,200
The Hope & Ruin,527251,Brighton,50.82461,-0.14321,150
Yes,3955484,Manchester,53.47409,-2.23828,
Moth Club,3062884,London,51.545251,-0.0546504,300
Louisiana,16738,Bristol,51.4475,-2.59675,120
Paradiso Kleine Zaal,1473483,Amsterdam,52.36228,4.88395,250
Le Ministère - Salle Mcauslan,3653039,Montreal,45.5205,-73.58681,
Monarch Tavern,1251346,Toronto,43.65407,-79.41356,
Ace of Cups,1474663,Columbus,40.0156974,-83.0117989,200
191 Toole,2502609,Tucson,32.2249416,-110.9689836,
Grelle Forelle,1546983,Vienna,48.23483,16.36083,
Strom,2114934,Munich,48.12489,11.54914,500
Papiersaal,393041,Zürich,47.35803,8.52327,
Bi Nuu,1589888,Berlin,52.500759,13.441926,
The Loft,1557,Atlanta,33.7920338,-84.3879795,650
White Oak Music Hall - Downstairs,3374014,Houston,29.79018,-95.36778,
Mod Club Theatre,2838283,Toronto,43.65535,-79.41944,
The Sinclair Music Hall,4011934,Boston / Cambridge,42.38033,-71.13891,
Evolution Music,3308639,Chicago,41.9107306,-87.6739967,
Centennial Lanes,2210399,Chicago,41.5995406,-87.7907384,
Township,1169371,Chicago,41.921858,-87.697661,150
Elbo Room,34711,Chicago,41.933923,-87.660513,200
Tonic Room,34724,Chicago,41.9269089,-87.6488081,100
Evolution Music of Downers Grove,3480694,Chicago,41.79371,-88.00794,
Uncommon Ground - Edgewater,523286,Chicago,41.99805,-87.66568,
Martyrs',2687,Chicago,41.9519886,-87.6771137,
The House,107907,Aurora,41.93026,-88.75135,
Chop Shop,3386364,Chicago,41.91018,-87.6788,
Lincoln Square,1923829,Chicago,41.9711068,-87.7024817,
Square Roots Festival,1890128,Chicago,41.974291,-87.6921608,
Old Town School of Folk Music,361,Chicago,41.9642658,-87.6859085,400
Subterranean Downstairs,3494194,Chicago,41.91026,-87.67798,
The Vera Project,403,Seattle,47.6232691,-122.3540882,
Holocene,11583,Portland,45.5175739,-122.6553277,
Che Cafe Collective,2609988,San Diego,32.8729,-117.23935,
The Rebel Lounge,2897218,Phoenix,33.49453,-112.03206,
Everybody Hits,2715528,Philadelphia,39.97059,-75.14621,
The Mr. Roboto Project,90750,Pittsburgh,40.464652,-79.942515,
The Crofoot Ballroom,2638,Detroit,42.6367415,-83.2917046,1100
The Fallout,107865,Twin Cities,44.95513,-93.27497,
El Cid,31275,Los Angeles,34.0939546,-118.2821019,
Music Box,3052594,San Diego,32.7194,-117.16784,
In The Venue,1329,Salt Lake City,40.76485,-111.90787,
Meow Wolf,598936,Santa Fe,35.65464,-105.99652,
Stinson Park at Aksarben Village,1443613,Omaha,41.2523552,-96.0017338,
Canopy,4012659,Champaign,40.10592,-88.21203,
Railroad Square Art Park,1568668,Tallahassee,30.4332295,-84.2913,
Hard Luck Bar,965846,Toronto,43.65209,-79.40733,
DRKMTTR,3078544,Nashville,36.19094,-86.77253,
Hoosier Dome,46854,Indianapolis,39.752032,-86.131158,
"Che Cafe, UC San Diego",67809,San Diego,32.8806504,-117.2420168,
The Southgate House Revival - The Sanctuary,2038654,Cincinnati,39.092106,-84.493129,
"Alice Tully Hall, Lincoln Center",47825,New York,40.7736978,-73.9828914,
Weston Park,51772,Wolverhampton,52.6929524,-2.2864603,90000
Hylands Park,17519,Chelmsford,51.71891,0.45222,90000
Metropol,38473,Pittsburgh,40.44986,-79.987,
328 Performance Hall,44363,Nashville,36.1724885,-86.7805961,
Clutch Cargo's,9790,Detroit,42.6394476,-83.2903125,1500
Verizon Wireless Theater,29431,Houston,29.7625893,-95.3668985,
Newport Harbor Center,489841,Providence,41.483418,-71.3146197,
Cuthbert Amphitheater,46513,Salem,44.053584,-123.0648742,
Oklahoma State University,92400,Oklahoma City,44.9172619,-68.6374822,
Addition Financial Arena,11017,Orlando,28.60723,-81.19737,5300
"Charles E. Smith Center, George Washington University",3208,Washington,38.897857,-77.049347,
"Rumsey Playfield, Central Park",804,New York,40.770517,-73.968441,5000
City Market,2876,Kansas City,39.1085611,-94.5816338,
Uptown Mix,53219,Nashville,,,
Vicar Street,34683,Dublin,53.34301,-6.28015,1600
Passionskirche Kreuzberg,36517,Berlin,52.4893767,13.3970109,
"Page Auditorium, Duke University",43603,Durham,35.8596426,-78.9412401,
Schlecter Auditorium,53322,Carlisle,,,
Goldstein Auditorium,53323,Rochester,,,
"Jorgensen Center for the Performing Arts, University of Connecticut",1480,Springfield,41.80852,-72.2562,
Eventim Apollo,8086,London,51.49084,-0.2245,5100
Queen Caroline Street,515076,London,,,
Barbican Centre,68152,London,51.5198644,-0.0916989,1949
De Montfort Hall,1771,Leicester,52.62653,-1.11921,2200
Glasgow Royal Concert Hall,16560,Glasgow,55.86467,-4.25259,2475
O2 Guildhall Southampton,17460,Southampton,50.9076067,-1.4055137,1749
Nashville Municipal Auditorium,6290,Nashville,36.16728,-86.78103,
Underground Atlanta,107343,Atlanta,33.751694,-84.389752,
Prospect Park,68120,New York,40.6645,-73.97693,
River Parks Amphitheater,30232,Tulsa,36.1472136,-95.9976016,
Davies Symphony Hall,505,SF Bay Area,37.7782693,-122.4199352,
The Mountain Winery,625,SF Bay Area,37.25909,-122.05537,2500
Chateau Ste Michelle Winery,16427,Seattle,47.72877,-122.15,
Orpheum Theater,1087,Madison,43.07489,-89.38866,
Sheffield City Hall,1739,Sheffield,53.3806751,-1.4709553,500
Michigan Theater,2103,Detroit,42.2793857,-83.7418993,1700
Wharton Center for the Performing Arts,1293,Grand Rapids,42.70419,-84.47915,
Kansas City,515316,Kansas City,,,
Scottish Rite Auditorium,15034,Philadelphia,39.91446,-75.08499,
Queensland Performing Arts Centre (QPAC),448276,Brisbane,-27.47396,153.01842,
"Hamer Hall, Arts Centre",35557,Melbourne,-37.8592632,144.9842528,
"Kuhl Gym, SUNY Geneseo",37093,Rochester,42.7985127,-77.8429816,
Washington College,15508,Baltimore,39.219591,-76.06756,
Wolverhampton Civic Hall,17399,Wolverhampton,52.5858441,-2.129442,4000
Paradiso,30219,Amsterdam,52.3622774,4.883945,1500
Handelsbeurs Concertzaal,619051,Ghent,51.0498458,3.7225496,
Fritzclub Im Postbahnhof,588311,Berlin,52.5087,13.4355,
Muhlenberg College Memorial Hall Gym,1039806,Philadelphia,,,
Raleigh Convention Center,532231,Raleigh,35.773641,-78.640244,
Illinois State University,54907,Aurora,40.509476,-88.986291,
James Madison University,71283,Richmond,38.435428,-78.8732362,
"Wynn Commons, University Of Pennsylvania",103614,Philadelphia,,,
